lower_oc,upper_oc,predicted_oc,standard_uncertainty,test_oc,Point_ID
11.32695576845084,103.50000559025307,57.413480679351956,0.6142493136765828,60.800000000000004,28762270
9.800001005227273,380.86461970363797,195.33231035443262,2.4728072663952254,9.699999999999998,53723904
9.549868634926849,95.29999175282768,52.424930193877266,0.571446365013239,173.40000000000006,42643252
8.706348061660549,364.7664861314378,186.73641709654916,2.372816087346361,12.300000000000002,53023608
5.359181652087791,40.100004545940315,22.729593099014053,0.23151590036745281,15.199999999999998,49763304
10.000000319754372,207.0911009653486,108.54555064255149,1.313432435374215,16.300000000000004,53083804
4.97481031119736,59.14942175407551,32.06211603263644,0.3610243771017363,24.599999999999998,27001864
9.86141877227516,85.46556341886125,47.663491095568205,0.5038326718064821,9.9,55622188
5.186845816057917,493.9119535615627,249.54939968881033,3.256907117531251,462.2,49064982
25.742036199272537,502.88374928247725,264.3128927408749,3.179714356359538,136.09999999999997,44863802
12.959450534042787,68.73254826962444,40.845999401833616,0.37167683039597793,17.600000000000005,36283272
29.532495929922575,329.0832961916102,179.30789606076638,1.9962328883305591,70.40000000000003,47402716
11.800000739206206,429.13576966142944,220.46788520031782,2.7811622825626525,50.50000000000001,46244076
6.80883116174843,55.52292738004775,31.16587927089809,0.32463502321247495,29.400000000000002,46382484
5.30000014115374,26.848338465497747,16.074169303325743,0.14360002248149886,9.500000000000002,29881678
5.454120034784609,30.177711042061304,17.815915538422956,0.16476018572891038,22.000000000000004,56962772
10.148890445478646,104.42390439390068,57.28639741968966,0.6282569875535474,21.200000000000003,39362394
7.2000000965282505,52.80873859247009,30.00436934449917,0.30394064613190697,17.0,36822720
8.327242861250022,54.3568032019706,31.34202303161031,0.3067450399306929,9.800000000000002,37443118
6.7999997082313275,52.34019708864127,29.570098398436297,0.3034838821075474,31.499999999999993,44943186
19.19999998630227,163.09902384350355,91.1495119149029,0.9589557556563431,137.8,37502492
3.8490427678237795,36.4247677869661,20.13690527739494,0.21708749763851543,19.800000000000004,27682212
21.685685487390657,409.83875130775664,215.76221839757363,2.58668618150927,460.0999999999999,46383790
8.29658847744322,466.90009387616516,237.59834117680418,3.0561741093024852,102.59999999999997,52204792
9.800001005227273,46.596093374271994,28.198047189749634,0.24521239697896696,21.200000000000003,53102728
7.9993758902424545,28.22483558408958,18.11210573716602,0.13478424289699903,20.4,56522512
16.35956285946136,397.02851352458214,206.69403819202174,2.536811379639597,405.69999999999993,51164450
3.391744879226509,32.54995700651359,17.970850942870047,0.1943128910440571,19.800000000000004,56102260
19.577562589841683,347.8373220365409,183.7074423131913,2.1875519182406578,79.40000000000002,45483964
