lower_oc,upper_oc,predicted_oc,standard_uncertainty,test_oc,Point_ID
28.659489669457052,46.63739766742114,37.6484436684391,0.2779394723220015,60.800000000000004,28762270
23.921306564702782,96.89648231701688,60.408894440859825,1.1282003358511132,9.699999999999998,53723904
20.732186035187233,46.79268940178531,33.76243771848627,0.4028968529029226,173.40000000000006,42643252
14.62364959838183,32.59991462107188,23.611782109726857,0.2779140718315353,12.300000000000002,53023608
8.837894573783299,22.30039530183063,15.569144937806964,0.2081310210794144,15.199999999999998,49763304
14.409743889470818,36.63309581672687,25.521419853098845,0.3435742750817931,16.300000000000004,53083804
12.875216698979647,22.224898005481116,17.550057352230382,0.1445466006947073,24.599999999999998,27001864
19.278774393925428,34.98516365019718,27.131969022061305,0.24282166437087604,9.9,55622188
12.862606694457645,109.07649231125461,60.969549502856125,1.4874721019492547,462.2,49064982
52.04363410000399,158.95564854682928,105.49964132341664,1.6528657774640914,136.09999999999997,44863802
21.01665942051859,30.84747829564319,25.93206885808089,0.15198501466103462,17.600000000000005,36283272
63.15552545162391,114.65801396961378,88.90676971061885,0.7962313792895759,70.40000000000003,47402716
41.004547470033415,95.09730350548227,68.05092548775784,0.8362770613042408,50.50000000000001,46244076
18.985585885197512,24.006033181398685,21.4958095332981,0.07761639855341307,29.400000000000002,46382484
10.2770191526886,14.350824113766114,12.313921633227357,0.06298125462388951,9.500000000000002,29881678
10.882872899418507,19.19145033749647,15.037161618457489,0.12845107612895734,22.000000000000004,56962772
21.800954643127845,40.21529780583696,31.008126224482403,0.2846867846013688,21.200000000000003,39362394
14.121079510387217,22.871366901962478,18.496223206174847,0.13527993694014392,17.0,36822720
15.094647743415713,26.81291059206631,20.95377916774101,0.18116500501912106,9.800000000000002,37443118
13.312539740565379,20.363096951405513,16.837818345985447,0.10900201241317443,31.499999999999993,44943186
37.241572417971824,64.72297862184196,50.98227551990689,0.4248640909629324,137.8,37502492
9.007944978967013,15.199843146459102,12.103894062713056,0.09572709514028058,19.800000000000004,27682212
59.09302959173725,117.44540884866626,88.26921922020176,0.9021310767215415,460.0999999999999,46383790
24.87391450925183,115.94191336894343,70.40791393909763,1.407916402250457,102.59999999999997,52204792
14.737739840261419,25.640161866160526,20.188950853210972,0.16855205985331115,21.200000000000003,53102728
15.400997440123605,20.32096087124125,17.86097915568243,0.07606291232791045,20.4,56522512
40.81183973319016,109.16944422000914,74.99064197659965,1.0568124234707468,405.69999999999993,51164450
12.505821606606313,16.124322876586813,14.315072241596564,0.055942233862180515,19.800000000000004,56102260
46.967113657359,101.27543242743431,74.12127304239665,0.8396096733479308,79.40000000000002,45483964
9.428522301972269,14.909313813554007,12.168918057763138,0.08473334610503308,19.699999999999996,32662242
8.054259591735017,21.919491271142057,14.986875431438538,0.2143572643175782,4.6,32862162
9.809786721503874,13.964767526266545,11.887277123885209,0.06423623774882824,7.900000000000002,54362020
12.7572541249337,21.328740387504,17.04299725621885,0.132515661394188,20.7,36342712
18.809476869592977,24.675354740796585,21.74241580519478,0.0906868029590688,15.0,53922774
43.43929679079147,69.03789791287882,56.23859735183514,0.39575581813301514,46.99999999999999,29042356
8.948618831315565,54.67353804569828,31.81107843850692,0.7069098317696856,59.000000000000014,47582564
30.7868820580584,52.51880481613029,41.65284343709435,0.33597675238993413,54.00000000000001,33022200
43.07707479723604,61.61301240616896,52.3450436017025,0.2865666416027818,66.9,28262288
39.62069561580437,99.47912065129219,69.54990813354829,0.9254146294593136,51.8,53004582
12.563235819247863,25.938866302726957,19.25105106098741,0.20678800219543114,97.0,27602150
11.615861464489152,17.85170811304474,14.733784788766947,0.0964065411379754,15.3,36642706
39.72730574137776,55.80219681703752,47.764751279207644,0.24851872329686445,82.00000000000001,37302542
13.193227260302857,25.740012492693168,19.46661987649801,0.19397400783355648,10.299999999999999,36702298
16.089393064071224,24.30872873774437,20.199060900907796,0.12707139341445195,17.600000000000005,51663594
19.63006489977886,33.94517740800598,26.78762115389242,0.22131244732241942,10.6,51943882
70.34334740975022,301.78819506218963,186.06577123596992,3.5781504074584114,456.40000000000003,45004240
15.08752081729953,21.768719244976946,18.42812003113824,0.1032917047788619,13.600000000000001,34582834
39.76102816856655,93.49139280777007,66.62621048816831,0.8306744698649106,32.300000000000004,35623878
14.588590809930531,22.04165502472003,18.31512291732528,0.11522479341173472,39.199999999999996,39622640
10.282093200985326,16.64537264642903,13.463732923707179,0.09837665937017522,7.599999999999998,29401956
33.1634341726037,57.500360550626155,45.33189736161493,0.37625025538082474,83.69999999999999,39722776
23.354426991093316,71.39950124388851,47.376964117490914,0.7427795596131379,30.800000000000008,40663302
21.35681324124385,35.124033736470956,28.240423488857402,0.2128420058784033,70.20000000000003,36383240
27.222381796814506,77.10210154437965,52.162241670597076,0.7711432825097088,26.400000000000002,43263648
22.628289295648287,41.813926008373414,32.22110765201085,0.29661102641643927,36.20000000000001,28102060
7.3601334028957055,14.785488096796593,11.072810749846148,0.1147964026548709,6.9,34202074
11.45242837950333,16.07269330554173,13.762560842522529,0.07142955652439585,11.4,38743106
14.663173394504154,23.645017299807858,19.154095347156005,0.13885981371143977,17.600000000000005,45522816
